CUL	LATITUDE	LONGITUDE	NAME
20000	0	0	ΚΕΝΤΡΙΚΑ ΑΘ
20001	37.9375856	22.8008984	ΖΕΥΓΟΛΑΤΕΙΟ
20002	37.9762148	22.759885	ΒΕΛΟ
20003	37.9282447	23.1433311	ΑΓΙΟΙ ΘΕΟΔΩΡΟΙ
20004	37.7937459	23.0535108	ΣΟΦΙΚΟ
20005	37.8195361	22.9250024	ΑΘΙΚΙΑ
20006	37.9578061	22.8039689	ΒΡΑΧΑΤΙ
20007	37.9071706	22.8814296	ΑΡΧΑΙΑ ΚΟΡΙΝΘΟΣ
20008	37.8116578	22.869699	ΧΙΛΙΟΜΟΔΙ
20009	38.1308863	22.4122809	ΔΕΡΒΕΝΙ
20010	37.9195435	23.0085259	ΙΣΘΜΙΑ
20011	37.9380499	22.836589	ΠΕΡΙΓΙΑΛΙ
20012	38.1284701	22.5067486	ΛΥΚΟΠΟΡΙΑ
20013	37.8889396	23.7435107	ΕΛΛΗΝΙΚΟ
20014	37.9326446	22.3407976	ΓΚΟΥΡΑ
20015	37.9863236	22.6429726	ΣΟΥΛΙ
20016	37.8890753	22.4947054	ΚΑΛΙΑΝΟΙ
20017	37.9597707	22.5635361	ΚΛΗΜΕΝΤΙ
20100	37.9386365	22.9322383	ΚΟΡΙΝΘΟΣ
20200	38.0126545	22.750171	ΚΙΑΤΟ
20300	37.9759033	22.9774589	ΛΟΥΤΡΑΚΙ
20400	38.0772641	22.6326975	ΞΥΛΟΚΑΣΤΡΟ
20500	37.82133	22.660998	ΝΕΜΕΑ
21051	37.3869672	23.2467688	ΕΡΜΙΟΝΗ
21052	37.6123892	23.0358834	ΛΥΓΟΥΡΙΟ
21053	37.5874845	22.7447696	ΝΕΑ ΚΙΟΣ
21054	37.6773111	23.127566	ΝΕΑ ΕΠΙΔΑΥΡΟΣ
21055	37.6376898	22.8058101	ΑΓΙΑ ΤΡΙΑΔΑ ΑΡΓΟΛΙΔ.
21056	37.5211752	22.8597536	ΤΟΛΟ
21057	37.5228216	22.5812802	ΑΧΛΑΔΟΚΑΜΠΟΣ
21058	37.7045797	22.5513765	ΛΥΡΚΕΙΑ
21059	37.6376123	23.1555059	ΠΑΛΑΙΑ ΕΠΙΔΑΥΡΟΣ
21060	37.5401889	22.8923689	ΔΡΕΠΑΝΟ
21061	37.6149034	23.3850787	ΠΟΡΤΟΧΕΛΙ
21100	37.5673173	22.8015531	ΝΑΥΠΛΙΟ
21200	37.6351721	22.7288576	ΑΡΓΟΣ
21300	37.3805109	23.1602123	ΚΡΑΝΙΔΙ
22001	37.402745	22.7234331	ΑΣΤΡΟΣ
22002	37.6820682	22.2956396	ΛΕΒΙΔΙ
22003	37.6818606	22.0300208	ΛΑΓΚΑΔΙΑ
22004	38.7056996	20.9479351	ΚΑΝΔΗΛΑ
22005	37.6139627	22.4658672	ΝΕΣΤΑΝΗ
22006	37.9684692	23.474001	ΑΓΙΟΣ ΑΝΔΡΕΑΣ
22007	37.5955677	22.0395213	ΔΗΜΗΤΣΑΝΑ
22008	37.7322838	21.9594427	ΤΡΟΠΑΙΑ
22009	37.327691	22.5465824	ΑΓΙΟΣ ΠΕΤΡΟΣ
22010	37.670162	22.1826654	ΒΥΤΙΝΑ
22011	37.2861462	22.3604781	ΚΟΛΛΙΝΕΣ
22012	37.4588673	22.4358865	ΣΤΑΔΙΟ
22013	37.3637033	22.5394401	ΚΑΣΤΡΙ
22014	37.7047702	22.0972691	ΒΑΛΤΕΣΙΝΙΚΟ
22015	37.796887	21.8997554	ΚΟΝΤΙΒΑΖΑΙΝΑ
22016	37.3680405	22.3773496	ΒΛΑΧΟΚΕΡΑΣΕΑ
22017	37.7946118	22.2561008	ΔΑΡΑΣ
22018	40.8207633	24.2429692	ΕΛΑΙΟΧΩΡΙ
22019	37.4152314	22.7647506	ΠΑΡΑΛΙΟ ΑΣΤΡΟΣ
22020	37.0926331	22.7403737	ΚΟΣΜΑΣ
22021	37.3210783	22.145225	ΛΕΟΝΤΑΡΙ
22022	37.4844743	22.0414258	ΚΑΡΙΤΑΙΝΑ
22024	37.5548799	22.0814056	ΣΤΕΜΝΙΤΣΑ
22025	37.3634513	22.0139248	ΙΣΑΡΗΣ
22026	37.6772012	22.1283049	ΜΑΓΟΥΛΙΑΝΑ
22027	37.4022514	22.2822055	ΚΑΤΩ ΑΣΕΑ
22028	37.620707	21.947292	ΠΑΛΟΥΜΠΑ
22029	37.2405869	22.8417068	ΤΥΡΟΣ
22100	37.5101357	22.372644	ΤΡΙΠΟΛΗ
22200	37.401244	22.1364871	ΜΕΓΑΛΟΠΟΛΗ
22300	37.1672767	22.8592838	ΛΕΩΝΙΔΙ
23051	36.8511423	22.6663306	ΣΚΑΛΑ
23052	36.8042572	22.855768	ΜΟΛΑΟΙ
23053	36.5135653	23.0554882	ΝΕΑΠΟΛΗ ΛΑΚΩΝΙΑΣ
23054	36.9593051	22.4522074	ΞΗΡΟΚΑΜΠΙ
23055	36.8619284	22.7073214	ΒΛΑΧΙΩΤΗΣ
23056	36.7155683	22.8593179	ΠΑΠΑΔΙΑΝΙΚΑ
23057	36.883077	22.5489792	ΚΡΟΚΕΕΣ
23058	36.9922548	22.7059132	ΓΕΡΑΚΙ
23059	37.1703356	22.304741	ΚΑΣΤΟΡΕΙΟ
23060	36.8993124	22.8440207	ΝΙΑΤΑ
23061	36.8305719	22.4407626	ΑΓΙΟΣ ΝΙΚΟΛΑΟΣ ΛΑΚΩΝ
23062	36.6660079	22.3805151	ΑΡΕΟΠΟΛΗ
23063	38.0162722	23.6986029	ΠΥΡΓΟΣ ΔΙΡΟΥ
23064	37.1670232	22.4171606	ΣΕΛΑΣΙΑ
23065	37.190757	22.2747469	ΓΕΩΡΓΙΤΣΙ
23066	36.6196563	22.4921332	ΚΟΤΡΩΝΑΣ
23067	37.290999	22.5007978	ΚΑΡΥΕΣ ΛΑΚΩΝΙΑΣ
23068	36.8460256	23.006022	ΡΕΙΧΕΑ
23069	37.2267881	22.4977153	ΒΡΕΣΘΕΝΑ
23070	36.6876016	23.056032	ΜΟΝΕΜΒΑΣΙΑ
23071	36.4770355	22.4051649	ΓΕΡΟΛΙΜΕΝΑ
23100	37.074461	22.430264	ΣΠΑΡΤΗ
23200	36.7602193	22.5655373	ΓΥΘΕΙΟ
24001	36.9130756	21.6963472	ΠΥΛΟΣ
24002	37.2245152	21.9699152	ΜΕΛΙΓΑΛΑΣ
24003	37.2887111	21.8181746	ΚΟΠΑΝΑΚΙ
24004	36.7960065	21.9583765	ΚΟΡΩΝΗ
24005	36.9586494	21.9270073	ΠΕΤΑΛΙΔΙ
24006	36.8199022	21.7063018	ΜΕΘΩΝΗ
24007	37.1560675	22.0444933	ΑΡΦΑΡΑ
24008	37.2994668	21.9690218	ΔΙΑΒΟΛΙΤΣΙ
24009	37.0834493	22.0486318	ΘΟΥΡΙΑ
24010	36.8688295	21.9071763	ΛΟΓΓΑ
24011	37.2875828	21.8563189	ΔΩΡΙΟ
24012	37.0999508	22.0058607	ΑΡΙΣ
24013	37.1101711	21.9432034	ΑΝΔΡΟΥΣΑ
24014	37.0173632	21.8276194	ΧΑΤΖΗΣ
24015	37.086497	21.839923	ΑΡΙΣΤΟΜΕΝΗΣ
24016	36.9379603	22.2028277	ΚΑΜΠΟΣ
24017	38.3011891	20.6647576	ΑΕΤΟΣ
24018	37.3277447	21.8873724	ΨΑΡΙ
24019	39.6071378	21.9814142	ΟΙΧΑΛΙΑ
24020	37.0457712	22.1180772	ΑΛΑΓΟΝΙΑ
24021	37.3387498	21.7719235	ΣΙΔΗΡΟΚΑΣΤΡΟ ΜΕΣΣΗΝΙ
24022	36.8870432	22.2329977	ΚΑΡΔΑΜΥΛΗ
24023	36.8050548	22.3184706	ΠΛΑΤΣΑ
24024	36.8242219	22.2811064	ΑΓΙΟΣ ΝΙΚΟΛΑΟΣ ΜΕΣΣΗ
24100	37.0422371	22.1141264	ΚΑΛΑΜΑΤΑ
24101	39.5548324	21.7636011	ΚΑΛΑΜΑΤΑ
24200	37.0507794	22.0083727	ΜΕΣΣΗΝΗ
24300	37.1573835	21.5855686	ΦΙΛΙΑΤΡΑ
24400	37.0654883	21.6379278	ΓΑΡΓΑΛΙΑΝΟΙ
24500	37.2512312	21.6694441	ΚΥΠΑΡΙΣΣΙΑ
24600	37.0510081	21.7155204	ΧΩΡΑ
25001	38.033281	22.1103462	ΚΑΛΑΒΡΥΤΑ
25002	38.1625093	21.6682269	ΒΡΑΧΝΑΙΙΚΑ
25003	38.1916601	22.1981606	ΔΙΑΚΟΠΤΟ
25004	37.8069108	22.0236488	ΔΑΦΝΗ ΑΧΑΙΑΣ
25005	38.1082352	21.4699365	ΣΑΓΑΙΙΚΑ
25006	38.1535213	22.3143775	ΑΚΡΑΤΑ
25007	37.8946941	22.1246492	ΚΛΕΙΤΟΡΙΑ
25008	38.1087967	21.7838411	ΧΑΛΑΝΔΡΙΤΣΑ
25009	38.3109975	21.9901467	ΛΑΜΠΙΡΙ
25010	38.1481953	22.3558193	ΑΙΓΕΙΡΑ
25011	37.979631	21.9938146	ΚΕΡΤΕΖΗ
25012	37.9251753	21.909842	ΛΙΒΑΡΤΖΙ
25013	39.5646008	21.7453452	ΜΑΝΕΣΙ
25014	38.5999412	21.7910513	ΠΛΑΤΑΝΟΣ
25015	37.9818717	21.725492	ΕΡΥΜΑΝΘΕΙΑ
25016	37.8847154	22.0124174	ΑΡΟΑΝΙΑ
25017	38.0811314	22.1075025	ΚΕΡΠΙΝΗ
25018	38.123293	21.6366017	ΒΙΟΜΗΧΑΝΙΚΗ ΠΕΡΙΟΧΗ ΠΑΤΡΩΝ
25100	38.2505451	22.0810942	ΑΙΓΙΟ
25200	38.143032	21.5520979	ΚΑΤΩ ΑΧΑΙΑ
26221	38.2478916	21.7361885	ΠΑΤΡΑ
26222	38.2397453	21.7307875	ΠΑΤΡΑ
26223	38.254639	21.7414437	ΠΑΤΡΑ
26224	38.2371702	21.7364005	ΠΑΤΡΑ
26225	38.2426843	21.7370344	ΠΑΤΡΑ
26226	38.235549	21.7442426	ΠΑΤΡΑ
26331	38.2407373	21.7461882	ΠΑΤΡΑ
26332	38.2207737	21.7366312	ΠΑΤΡΑ
26333	38.2175263	21.7256609	ΠΑΤΡΑ
26334	38.223562	21.7456454	ΠΑΤΡΑ
26335	38.2237626	21.7549156	ΠΑΤΡΑ
26441	38.2613948	21.7439534	ΠΑΤΡΑ
26442	38.2794669	21.7521278	ΠΑΤΡΑ
26443	38.2763143	21.7636574	ΠΑΤΡΑ
26444	38.299428	21.7858071	ΠΑΤΡΑ
26500	38.1640464	21.8343074	ΠΑΤΡΑ
26504	38.2466395	21.734574	ΠΑΤΡΑ
27050	37.8611008	21.208014	ΒΑΡΘΟΛΟΜΙΟ
27051	37.9059166	21.2711341	ΑΝΔΡΑΒΙΔΑ
27052	38.0323193	21.3635265	ΣΙΔΗΡΟΔΡΟΜΙΚΟΣ ΣΤΑΘΜΟΣ ΒΑΡΔΑΣ
27053	37.9379524	21.2632559	ΛΕΧΑΙΝΑ
27054	37.4835293	21.6479439	ΖΑΧΑΡΩ
27055	37.5923591	21.6206833	ΚΡΕΣΤΕΝΑ
27056	37.4419057	21.7743449	ΝΕΑ ΦΙΓΑΛΕΙΑ
27057	37.8978165	21.3138403	ΤΡΑΓΑΝΟ
27058	37.6273953	21.4939617	ΕΠΙΤΑΛΙΟ
27059	37.8471205	21.3833543	ΧΑΒΑΡΙ
27060	37.6753305	21.5926702	ΠΕΛΟΠΙΟ
27061	37.4841013	21.9056318	ΑΝΔΡΙΤΣΑΙΝΑ
27062	37.5515625	21.8197507	ΚΑΛΛΙΘΕΑ
27063	37.8583554	21.806953	ΛΑΜΠΕΙΑ
27064	37.75	21.616667	ΚΑΡΑΤΟΥΛΑ
27065	37.64466	21.6254797	ΑΡΧΑΙΑ ΟΛΥΜΠΙΑ
27066	37.7104364	21.7194882	ΛΑΛΑΣ
27067	37.6463089	21.3171307	ΚΑΤΑΚΟΛΟ
27068	37.9346907	21.1449975	ΚΥΛΛΗΝΗ
27069	37.8554452	21.5162456	ΕΦΥΡΑ
27100	37.6718487	21.4432257	ΠΥΡΓΟΣ
27200	37.7967917	21.3507581	ΑΜΑΛΙΑΔΑ
27300	37.8509191	21.2543651	ΓΑΣΤΟΥΝΗ
28080	38.2514148	20.6471688	ΣΑΜΗ
28081	38.3030736	20.5978064	ΑΓΙΑ ΕΥΦΗΜΙΑ
28082	38.0798971	20.7269517	ΧΙΟΝΑΤΑ
28083	38.1201031	20.558942	ΚΕΡΑΜΕΙΕΣ
28084	38.458166	20.5769802	ΦΙΣΚΑΡΔΟ
28085	38.41224	20.561741	ΒΑΣΙΛΙΚΙΑΔΕΣ
28086	38.1539645	20.7712844	ΠΟΡΟΣ
28100	38.1731682	20.4899734	ΑΡΓΟΣΤΟΛΙ
28200	38.2022209	20.4369672	ΛΗΞΟΥΡΙ
28300	38.3691981	20.6983292	ΙΘΑΚΗ
28301	38.4459161	20.6464745	ΣΤΑΥΡΟΣ ΙΘΑΚΗΣ
29090	37.8301389	20.7569344	ΚΑΤΑΣΤΑΡΙ
29091	37.8745877	20.6581921	ΒΟΛΙΜΕΣ
29092	37.7579086	20.8102617	ΜΑΧΑΙΡΑΔΟ
29100	37.7881604	20.8988271	ΖΑΚΥΝΘΟΣ
30000	40.6010538	22.9601416	ΚΕΝΤΡΙΚΑ ΘΕΣΣΑΛΟΝΙΚΗ
30001	38.4086356	21.2745366	ΝΕΟΧΩΡΙ
30002	38.9190379	20.8889257	ΒΟΝΙΤΣΑ
30003	38.582529	21.4467686	ΠΑΝΑΙΤΩΛΙΟ
30004	38.7853285	21.1166701	ΚΑΤΟΥΝΑ
30005	38.6038463	21.4823267	ΚΑΙΝΟΥΡΓΙΟ
30006	38.5357192	21.0820678	ΑΣΤΑΚΟΣ
30007	38.4121672	21.2538707	ΚΑΤΟΧΗ
30008	38.570854	21.6669866	ΘΕΡΜΟ
30009	38.7201739	21.2129616	ΦΥΤΕΙΕΣ
30010	38.6136956	21.5203016	ΠΑΡΑΒΟΛΑ
30011	38.5249807	21.4741383	ΜΑΤΑΡΑΓΚΑ
30012	38.7834023	20.8827176	ΠΑΛΑΙΡΟΣ
30013	37.9764602	23.7237	ΜΟΝΑΣΤΗΡΑΚΙ
30014	38.359594	21.5364941	ΕΥΗΝΟΧΩΡΙ
30015	38.5283216	21.5321353	ΓΑΒΑΛΟΥ
30016	39.0423663	21.1184616	ΜΕΝΙΔΙ ΑΙΤΩΛ/ΝΙΑΣ
30017	39.0234046	21.3212072	ΕΜΠΕΣΟΣ
30018	38.8663945	21.3486	ΑΜΟΡΓΙΑΝΟΙ
30019	38.6676093	20.944772	ΜΥΤΙΚΑΣ
30020	38.3303237	21.7642046	ΑΝΤΙΡΡΙΟ
30021	38.810466	21.5119384	ΑΓΙΟΣ ΒΛΑΣΙΟΣ
30022	38.5999412	21.7910513	ΠΛΑΤΑΝΟΣ
30023	38.5908346	21.9241885	ΑΝΩ ΧΩΡΑ
30024	39.618598	22.4282175	ΤΕΡΨΙΘΕΑ
30025	38.6806737	21.8985874	ΚΛΕΠΑ
30026	38.5352879	21.8182796	ΣΙΜΟΣ
30027	38.6346145	21.397204	ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ
30100	38.6244719	21.4095934	ΑΓΡΙΝΙΟ
30200	38.3686739	21.430415	ΜΕΣΟΛΟΓΓΙ
30214	38.359594	21.5364941	ΕΥΗΝΟΧΩΡΙ
30300	38.3929775	21.8348729	ΝΑΥΠΑΚΤΟΣ
30400	38.4364709	21.3539518	ΑΙΤΩΛΙΚΟ
30500	38.8632567	21.1666182	ΑΜΦΙΛΟΧΙΑ
31080	38.758225	20.6490894	ΚΑΡΥΑ
31081	38.6215137	20.9309628	ΚΑΛΑΜΟΣ
31082	38.6287203	20.6090484	ΒΑΣΙΛΙΚΗ
31083	38.6627109	20.7853709	ΒΑΘΥ
31084	38.7099952	20.7141164	ΝΥΔΡΙ
31100	38.8333663	20.7069108	ΛΕΥΚΑΔΑ
32001	38.3741418	23.1060007	ΑΛΙΑΡΤΟΣ
32002	38.3187187	23.1803721	ΒΑΓΙΑ
32003	40.2689881	22.5200417	ΠΑΡΑΛΙΑ ΔΙΣΤΟΜΟΥ
32004	38.4800003	22.5843667	ΑΡΑΧΩΒΑ
32005	38.4298138	22.6668104	ΔΙΣΤΟΜΟ
32006	38.3541519	22.7869993	ΚΥΡΙΑΚΙ
32007	38.3945	22.93045	ΑΓΙΟΣ ΓΕΩΡΓΙΟΣ ΒΟΙΩΤ
32008	38.5149847	22.733232	ΔΑΥΛΕΙΑ
32009	38.3458229	23.5822611	ΣΧΗΜΑΤΑΡΙ
32010	38.2528595	22.9822252	ΔΟΜΒΡΑΙΝΑ
32011	38.3080648	23.6391172	ΟΙΝΟΦΥΤΑ
32012	38.3784648	22.6305728	ΑΝΤΙΚΥΡΑ
32100	38.4554672	22.8825938	ΛΙΒΑΔΕΙΑ
32200	38.322579	23.3204309	ΘΗΒΑ
32300	38.4933701	22.979854	ΟΡΧΟΜΕΝΟΣ
33050	38.4189106	22.5278295	ΔΕΣΦΙΝΑ
33051	38.6403844	22.5317205	ΠΟΛΥΔΡΟΣΟΣ
33052	38.3772936	22.3832495	ΓΑΛΑΞΙΔΙ
33053	38.5274257	22.2033742	ΛΙΔΟΡΙΚΙ
33054	38.4800567	22.4940617	ΔΕΛΦΟΙ
33055	38.4753859	22.4689446	ΧΡΥΣΟ ΦΩΚΙΔΑΣ
33056	38.4180962	21.9270983	ΕΥΠΑΛΙΟ
33057	38.6713531	22.4311489	ΓΡΑΒΙΑ
33058	38.3606662	22.2286565	ΕΡΑΤΕΙΝΗ
33059	38.6994265	22.0362581	ΑΡΤΟΤΙΝΑ
33060	38.4887798	22.0556479	ΠΟΤΙΔΑΝΙΑ
33061	38.5490205	22.0600097	ΚΡΟΚΥΛΕΙΟ
33062	38.5917653	22.0541514	ΠΕΝΤΑΓΙΟΙ
33063	38.7292632	22.2315507	ΜΑΥΡΟΛΙΘΑΡΙ
33100	38.5276679	22.3781527	ΑΜΦΙΣΣΑ
33200	38.4324927	22.4259628	ΙΤΕΑ ΦΩΚΙΔΑΣ
34001	38.013999	24.4198995	ΚΑΡΥΣΤΟΣ
34002	39.1820006	23.9563075	ΒΑΣΙΛΙΚΟ
34003	38.636131	24.1027745	ΚΥΜΗ
34004	38.7991058	23.4796423	ΜΑΝΤΟΥΔΙ
34005	38.7656554	23.3180124	ΛΙΜΝΗ
34006	38.3933284	23.8865331	ΑΜΑΡΥΝΘΟΣ
34007	38.9067554	24.5657835	ΣΚΥΡΟΣ
34008	38.3927202	23.7930669	ΕΡΕΤΡΙΑ
34009	38.5030873	24.1217553	ΑΥΛΩΝΑΡΙ
34010	38.8596081	23.3998533	ΑΓΙΑ ΑΝΝΑ
34011	38.5794778	24.1120805	ΟΞΥΛΙΘΟΣ
34012	38.9507249	23.0927655	ΩΡΕΟΙ
34013	38.0491517	24.3217397	ΜΑΡΜΑΡΙ
34014	38.581347	23.8379926	ΣΤΕΝΗ ΔΙΡΦΥΟΣ
34015	38.1558335	24.2418252	ΣΤΥΡΑ
34016	38.5727235	24.061109	ΚΟΝΙΣΤΡΕΣ
34017	38.398894	24.1349699	ΚΡΙΕΖΑ
34018	38.5413688	23.7806441	ΚΑΘΕΝΟΙ
34019	38.6173958	24.0904591	ΚΑΛΗΜΕΡΙΑΝΟΙ
34100	38.4056496	23.6019042	ΧΑΛΚΙΔΑ ΒΑΘΥ ΑΥΛΙΔ
34200	38.9528547	23.1527142	ΙΣΤΙΑΙΑ
34300	38.8591927	23.045529	ΛΟΥΤΡΑ ΑΙΔΗΨΟΥ
34400	38.5774849	23.6417373	ΨΑΧΝΑ
34500	38.4092722	24.0400763	ΑΛΙΒΕΡΙ
34600	38.5176199	23.6354576	ΝΕΑ ΑΡΤΑΚΗ
35001	38.6226736	23.2352639	ΜΑΛΕΣΙΝΑ
35002	38.6390583	22.5927946	ΑΜΦΙΚΛΕΙΑ
35003	38.9075721	22.1273254	ΣΠΕΡΧΕΙΑΔΑ
35004	38.6276904	22.7650721	ΕΛΑΤΕΙΑ
35005	38.5687687	23.2138172	ΜΑΡΤΙΝΟ
35006	38.7574323	22.856209	ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ
35007	38.7114946	23.0506735	ΛΙΒΑΝΑΤΕΣ
35008	38.776025	22.7813611	ΚΑΜ. ΒΟΥΡΛΑ
35009	38.808984	22.6461855	ΜΩΛΟΣ
35010	39.1288319	22.2984478	ΔΟΜΟΚΟΣ
35011	38.9415711	22.1153635	ΜΑΚΡΑΚΩΜΗ
35012	38.5658197	23.284911	ΛΑΡΥΜΝΑ
35013	38.9485485	22.8400018	ΠΕΛΑΣΓΙΑ
35014	38.8500883	22.4782525	ΑΝΘΗΛΗ
35015	38.6079741	22.7133309	ΚΑΤΩ ΤΙΘΟΡΕΑ
35016	38.871624	22.2413653	ΥΠΑΤΗ
35017	38.9469281	21.9577917	ΑΓΙΟΣ ΓΕΩΡΓΙΟΣ ΦΘΙΩΤ
35018	39.5397312	21.2566674	ΓΑΡΔΙΚΙ
35100	38.8959734	22.4349003	ΛΑΜΙΑ
35200	38.6528663	22.998361	ΑΤΑΛΑΝΤΗ
35300	38.9124852	22.6161759	ΣΤΥΛΙΔΑ
36070	39.1489656	21.4801818	ΡΑΠΤΟΠΟΥΛΟ
36071	39.0054084	21.6386381	ΚΕΑΣΟΧΩΡΙ
36072	39.101254	21.5112341	ΓΡΑΝΙΤΣΑ
36073	39.1374707	21.64942	ΑΓΡΑΦΑ
36074	38.7445499	21.6533763	ΠΡΟΥΣΟΣ
36075	38.8268792	21.7423106	ΜΕΓΑΛΟ ΧΩΡΙΟ
36076	38.7961735	21.8528796	ΚΡΙΚΕΛΛΟ
36080	39.0603613	21.8763763	ΦΟΥΡΝΑ
36081	38.9879614	21.8203126	ΑΓΙΑ ΤΡΙΑΔΑ ΕΥΡΥΤ.
36100	38.9149201	21.7935895	ΚΑΡΠΕΝΗΣΙ
37001	39.4416384	23.1028193	ΖΑΓΟΡΑ
37002	39.1626627	23.4909759	ΣΚΙΑΘΟΣ
37003	39.1223106	23.7281233	ΣΚΟΠΕΛΟΣ
37004	36.9664167	21.6595581	ΓΛΩΣΣΑ
37005	39.1496707	23.8438543	ΑΛΟΝΝΗΣΟΣ
37006	39.2259226	23.2195437	ΑΡΓΑΛΑΣΤΗ
37007	39.0515326	22.9527158	ΠΤΕΛΕΟΣ
37008	39.1035523	22.8977818	ΣΟΥΡΠΗ
37009	39.1002506	23.0771373	ΤΡΙΚΕΡΙ
37010	39.3280792	23.1506217	ΜΗΛΙΕΣ
37011	39.3897164	22.9982253	ΠΟΡΤΑΡΙΑ
37012	39.3876414	23.174311	ΤΣΑΓΚΑΡΑΔΑ
37013	39.1711081	23.2211062	ΜΗΛΙΝΑ
37100	39.1823187	22.7588102	ΑΛΜΥΡΟΣ
37200	38.0592225	23.7153645	ΑΓΙΟΣ ΓΕΩΡΓΙΟΣ ΙΩΛΚΟ
37300	39.3408388	23.0126047	ΑΓΡΙΑ
37400	39.2759274	22.818555	ΝΕΑ ΑΓΧΙΑΛΟΣ
37500	39.3809141	22.7451966	ΒΕΛΕΣΤΙΝΟ
38001	39.3621896	22.942159	ΒΟΛΟΣ
38002	35.3279622	25.1341336	ΝΕΑ ΙΩΝΙΑ
38003	39.3621896	22.942159	ΒΟΛΟΣ
38221	39.3635451	22.9509289	ΒΟΛΟΣ
38222	39.3532761	22.9617457	ΒΟΛΟΣ
38300	39.3621896	22.942159	ΒΟΛΟΣ
38322	39.3621896	22.942159	ΒΟΛΟΣ
38331	39.3621896	22.942159	ΒΟΛΟΣ
38333	39.367557	22.9463704	ΒΟΛΟΣ
38334	39.3621896	22.942159	ΒΟΛΟΣ
38445	39.3775891	22.9148168	ΝΕΑ ΙΩΝΙΑ ΒΟΛΟΣ
38446	39.3729194	22.9366914	ΒΟΛΟΣ
38500	39.3621896	22.942159	ΒΟΛΟΣ
40001	39.9436306	21.9671441	ΚΡΑΝΕΑ
40002	40.1269757	22.1577741	ΛΙΒΑΔΙ
40003	39.7190695	22.7586904	ΑΓΙΑ
40004	39.8610781	22.4761804	ΓΟΝΝΟΙ
40005	39.7813727	21.9767941	ΒΕΡΔΙΚΟΥΣΙΑ
40006	39.757536	22.5797557	ΣΥΚΟΥΡΙ
40007	39.9179113	22.595535	ΠΥΡΓΕΤΟΣ
40008	39.9019286	22.5478028	ΡΑΨΑΝΗ
40009	39.621161	22.5355949	ΠΛΑΤΥΚΑΜΠΟΣ
40010	39.881138	22.2266198	ΤΣΑΡΙΤΣΑΝΗ
40011	39.6476784	22.4160111	ΦΑΛΑΝΗ
40100	39.7391103	22.2880325	ΤΥΡΝΑΒΟΣ
40200	39.8949802	22.1890872	ΕΛΑΣΣΟΝΑ
40300	39.295635	22.384495	ΦΑΡΣΑΛΑ
40400	39.7451063	22.3615771	ΑΜΠΕΛΩΝΑΣ
41001	39.6390224	22.4191254	ΛΑΡΙΣΑ
41221	39.6396597	22.4190684	ΛΑΡΙΣΑ
41222	39.6384962	22.4175464	ΛΑΡΙΣΑ
41223	39.632574	22.4256076	ΛΑΡΙΣΑ
41334	39.6269945	22.3964308	ΛΑΡΙΣΑ
41335	39.6390224	22.4191254	ΛΑΡΙΣΑ
41336	39.6430541	22.4470275	ΛΑΡΙΣΑ
41447	39.643729	22.4171512	ΛΑΡΙΣΑ
41500	39.5524047	22.4303582	ΛΑΡΙΣΑ
42030	39.5015877	21.7884812	ΜΕΓΑΛΑ ΚΑΛΥΒΙΑ
42031	39.5931322	22.0668864	ΦΑΡΚΑΔΩΝΑ
42032	39.45978	21.6225718	ΠΥΛΗ
42033	39.3673591	21.3253246	ΜΥΡΟΦΥΛΛΟ
42034	39.8637939	21.5610524	ΑΓΙΟΦΥΛΛΟ
42035	39.7796796	21.8001025	ΚΟΝΙΣΚΟΣ
42036	40.1880963	20.8399025	ΚΑΣΤΑΝΕΑ
42037	39.4741582	21.3247976	ΜΕΣΟΧΩΡΑ
42100	39.5557317	21.7678951	ΤΡΙΚΑΛΑ
42200	39.706618	21.6288728	ΚΑΛΑΜΠΑΚΑ
42300	39.6071378	21.9814142	ΝΕΟΧΩΡΙ
43060	39.4305733	21.6627892	ΜΟΥΖΑΚΙ
43061	39.4848287	21.8470758	ΑΓΝΑΝΤΕΡΟ
43062	39.4583727	22.1655493	ΙΤΕΑ ΚΑΡΔΙΤΣΑΣ
43063	39.1809963	22.131348	ΛΕΟΝΤΑΡΙ ΚΑΡΔΙΤΣΑΣ
43064	35.3631486	24.4711894	ΦΑΝΑΡΙ
43065	39.3473795	21.4590613	ΑΝΘΗΡΟ
43066	39.2408009	21.4322687	ΒΡΑΓΚΙΑΝΑ
43067	39.3429768	21.7595722	ΜΕΣΕΝΙΚΟΛΑΣ
43068	39.0639341	21.9789665	ΡΕΝΤΙΝΑ
43069	39.2715448	21.5969748	ΠΕΤΡΙΛΟ
43070	39.4876619	21.903406	ΠΡΟΑΣΤΙΟ
43100	39.3640258	21.9214049	ΚΑΡΔΙΤΣΑ
43200	39.4690329	22.082317	ΠΑΛΑΜΑΣ
43300	39.3359337	22.0916414	ΣΟΦΑΔΕΣ
44001	39.5228398	21.1044466	ΠΡΑΜΑΝΤΑ
44002	39.9339652	20.4654499	ΔΕΛΒΙΝΑΚΙ
44003	39.7546039	20.6494822	ΖΙΤΣΑ
44004	39.9028375	20.5784377	ΔΟΛΙΑΝΑ
44005	40.0037401	20.422766	ΠΩΓΩΝΙΑΝΗ
