CUL	LATITUDE	LONGITUDE	NAME
6219	45.6611	13.9281	Lokev
6221	45.7581	13.8322	Dutovlje
6222	45.8233	13.8436	Štanjel
6223	45.8153	13.7483	Komen
6224	45.7211	14.0411	Senožeče
6225	45.7606	14.1064	Hruševje
6230	45.7769	14.2167	Postojna
6232	45.8339	14.2561	Planina
6240	45.61	13.9356	Kozina
6242	45.5814	13.9967	Materija
6243	45.5425	14.0869	Obrov
6244	45.5217	14.1461	Podgrad
6250	45.5697	14.2408	Ilirska Bistrica
6251	45.6192	14.2205	Ilirska Bistrica-Trnovo
6253	45.6245	14.2448	Knežak
6254	45.5028	14.2717	Jelšane
6255	45.6048	14.1834	Prem
6256	45.6192	14.2205	Košana
6257	45.6829	14.1959	Pivka
6258	45.7303	14.1862	Prestranek
6271	45.5497	13.8136	Dekani
6272	45.505	13.8769	Gračišče
6273	45.5097	13.8031	Marezige
6274	45.5014	13.7178	Šmarje
6275	45.55	13.88	Črni Kal
6276	45.5394	13.7961	Pobegi
6280	45.5664	13.7994	Ankaran/Ancarano
6281	45.5664	13.7994	Škofije
6310	45.4955	13.6077	Izola/Isola
6320	45.5143	13.5921	Portorož/Portorose
6323	45.5143	13.5921	Strunjan/Strugnano (sezonska pošta)
6330	45.4767	13.6233	Piran/Pirano
6333	45.4767	13.6233	Sečovlje/Sicciole
6501	45.5469	13.7294	Koper
6502	45.5469	13.7294	Koper
6503	45.5469	13.7294	Koper
6504	45.5469	13.7294	Koper
6505	45.5469	13.7294	Koper
6600	45.5469	13.7294	Koper
8000	45.8363	15.1899	Novo mesto - dostava
8001	45.8296	15.1997	Novo mesto - poštni predali
8210	45.9042	15.0217	Trebnje
8211	45.875	14.98	Dobrnič
8212	45.9289	14.9678	Velika Loka
8213	45.9338	14.9071	Veliki Gaber
8216	45.8603	15.0833	Mirna Peč
8220	45.8624	15.2219	Šmarješke Toplice
8222	45.8675	15.2733	Otočec
8230	45.9342	15.1408	Mokronog
8231	45.9167	15.15	Trebelno
8232	45.9778	15.0956	Šentrupert
8233	45.9553	15.0619	Mirna
8250	45.9033	15.5911	Brežice
8251	45.8894	15.6025	Čatež ob Savi
8253	45.9539	15.5878	Artiče
8254	45.955	15.6286	Globoko
8255	46.0017	15.6411	Pišece
8256	45.9833	15.6	Sromlje
8257	45.8972	15.6637	Dobova
8258	45.9333	15.6833	Kapele
8259	46.0133	15.6967	Bizeljsko
8261	45.8917	15.5397	Jesenice na Dolenjskem
8262	45.9	15.5667	Krška vas
8263	45.8834	15.5128	Cerklje ob Krki
8270	45.9591	15.4917	Krško
8272	45.9772	15.5458	Zdole
8273	45.9357	15.4718	Leskovec pri Krškem
8274	45.9297	15.3842	Raka
8275	45.9067	15.2914	Škocjan
8276	45.9333	15.3167	Bučka
8280	45.9953	15.4775	Brestanica
8281	46.0236	15.4769	Senovo
8282	46.0353	15.5403	Koprivnica
8283	45.9833	15.4	Blanca
8290	46.0078	15.3156	Sevnica
8292	46.055	15.3675	Zabukovje
8293	45.9667	15.35	Studenec
8294	46.0144	15.2825	Boštanj
8295	45.9589	15.1972	Tržišče
8296	45.9847	15.1894	Krmelj
8297	46.0114	15.1672	Šentjanž
8310	45.84	15.3361	Šentjernej
8311	45.8461	15.4222	Kostanjevica na Krki
8312	45.8667	15.4667	Podbočje
8321	45.7514	15.1715	Brusnice
8322	45.7694	15.2097	Stopiče
8323	45.7333	15.1333	Uršna sela
8330	45.6472	15.3142	Metlika
8331	45.5296	14.8708	Suhor
8332	45.6167	15.25	Gradac
8333	45.6461	15.1822	Semič
8340	45.5711	15.1889	Črnomelj
8341	45.5222	15.3065	Adlešiči
8342	45.4936	15.0772	Stari trg ob Kolpi
8343	45.5208	15.1756	Dragatuš
8344	45.4601	15.254	Vinica
8350	45.7566	15.0592	Dolenjske Toplice
8351	45.78	15.0728	Straža
8360	45.8339	14.9292	Žužemberk
8361	45.8139	14.9711	Dvor
8362	45.7656	14.8822	Hinje
8501	45.804	15.1689	Novo mesto
8600	45.804	15.1689	Novo mesto
9000	46.6586	16.162	Murska Sobota - dostava
9001	46.6612	16.1651	Murska Sobota - poštni predali
9201	46.7067	16.1564	Puconci
9202	46.7814	16.1689	Mačkovci
9203	46.8053	16.2225	Petrovci
9204	46.825	16.2981	Šalovci
9205	46.7688	16.2396	Hodoš/Hodos
9206	46.7889	16.2469	Križevci
9207	46.7408	16.3175	Prosenjakovci/Partosfalva
9208	46.7333	16.2667	Fokovci
9220	46.655	16.2946	Lendava/Lendva
9221	46.6864	16.1978	Martjanci
9222	46.6761	16.2839	Bogojina
9223	46.655	16.2946	Dobrovnik/Dobronak
9224	46.6278	16.3203	Turnišče
9225	46.5719	16.3469	Velika Polana
9226	46.6831	16.2208	Moravske Toplice
9227	46.6847	16.3978	Kobilje
9231	46.6053	16.2406	Beltinci
9232	46.5744	16.2906	Črenšovci
9233	46.5867	16.2803	Odranci
9240	46.5208	16.1975	Ljutomer
9241	46.5836	16.1653	Veržej
9242	46.5683	16.1386	Križevci pri Ljutomeru
9243	46.5289	16.0558	Mala Nedelja
9244	46.5594	16.1077	Sv. Jurij ob Ščavnici
9245	46.5956	15.9814	Spodnji Ivanjci
9250	46.6733	15.9922	Gornja Radgona
9251	46.6836	16.0525	Tišina
9252	46.642	16.0378	Radenci
9253	46.6972	15.9106	Apače
9261	46.7208	16.0225	Cankova
9262	46.8	16.0333	Rogašovci
9263	46.8369	16.0833	Kuzma
9264	46.8	16.1	Grad
9265	46.7442	16.0922	Bodonci
9501	46.6625	16.1664	Murska Sobota
9502	46.642	16.0378	Radenci
9600	46.6625	16.1664	Murska Sobota
